1,0.0,3152,東京,とうきょう
3,1.3,2915,神田,かんだ
3,2.0,2916,秋葉原,あきはばら
3,3.0,2917,御徒町,おかちまち
3,3.6,2918,上野,うえの
3,4.7,2919,鶯谷,うぐいすだに
3,5.8,2920,日暮里,にっぽり
3,6.3,2921,西日暮里,にしにっぽり
3,7.1,2922,田端,たばた
2,8.8,2923,上中里,かみなかざと
2,9.9,2924,王子,おうじ
2,11.4,2925,東十条,ひがしじゅうじょう
2,13.2,2926,赤羽,あかばね
2,15.8,2927,川口,かわぐち
2,17.8,2928,西川口,にしかわぐち
2,19.7,2929,蕨,わらび
2,22.5,2930,南浦和,みなみうらわ
2,24.2,2931,浦和,うらわ
2,26.0,2932,北浦和,きたうらわ
2,27.6,2933,与野,よの
2,28.7,2934,さいたま新都心,さいたましんとしん
2,30.3,2935,大宮,おおみや
1,33.3,2936,土呂,とろ
1,35.4,2937,東大宮,ひがしおおみや
1,39.2,2938,蓮田,はすだ
1,43.5,2939,白岡,しらおか
1,45.9,2940,新白岡,しんしらおか
1,48.9,2941,久喜,くき
1,51.6,2942,東鷲宮,ひがしわしのみや
1,57.2,2943,栗橋,くりはし
1,64.7,2944,古河,こが
1,69.4,2945,野木,のぎ
1,73.3,2946,間々田,ままだ
1,80.6,2947,小山,おやま
1,88.1,2948,小金井,こがねい
1,90.7,2949,自治医大,じちいだい
1,95.4,2950,石橋,いしばし
1,101.8,2951,雀宮,すずめのみや
1,109.5,2952,宇都宮,うつのみや
1,115.7,2953,岡本,おかもと
1,121.2,2954,宝積寺,ほうしゃくじ
1,127.1,2955,氏家,うじいえ
1,131.6,2956,蒲須坂,かますさか
1,135.5,2957,片岡,かたおか
1,141.8,2958,矢板,やいた
1,146.6,2959,野崎,のざき
1,151.8,2960,西那須野,にしなすの
1,157.8,2961,那須塩原,なすしおばら
1,163.3,2962,黒磯,くろいそ
