1,0.0,3169,大船,おおふな
2,2.3,3517,北鎌倉,きたかまくら
2,4.5,3518,鎌倉,かまくら
2,8.4,3519,逗子,ずし
2,10.4,3520,東逗子,ひがしずし
2,13.8,3521,田浦,たうら
2,15.9,3522,横須賀,よこすか
2,19.3,3523,衣笠,きぬがさ
2,23.9,3524,久里浜,くりはま
