1,0.0,2658,錦糸町,きんしちょう
2,1.5,2697,両国,りょうごく
2,2.3,2698,浅草橋,あさくさばし
2,3.4,2916,秋葉原,あきはばら
3,4.3,102,御茶ノ水,おちゃのみず
