1,0.0,166,塩尻,しおじり
1,3.8,2643,広丘,ひろおか
1,6.8,2644,村井,むらい
1,8.8,4666,平田,ひらた
1,10.9,2645,南松本,みなみまつもと
1,13.3,2646,松本,まつもと
