1,0.0,3161,川崎,かわさき
2,1.7,1695,尻手,しって
2,2.6,1696,矢向,やこう
2,4.1,1697,鹿島田,かしまだ
2,5.3,1698,平間,ひらま
2,6.6,1699,向河原,むかいがわら
2,7.5,1700,武蔵小杉,むさしこすぎ
2,9.2,1701,武蔵中原,むさしなかはら
2,10.5,1702,武蔵新城,むさししんじょう
2,12.7,1703,武蔵溝ノ口,むさしみぞのくち
2,13.9,1704,津田山,つだやま
2,14.9,1705,久地,くじ
2,16.2,1706,宿河原,しゅくがわら
2,17.3,1707,登戸,のぼりと
2,19.5,1708,中野島,なかのしま
2,20.8,1709,稲田堤,いなだづつみ
2,22.4,1710,矢野口,やのくち
2,24.1,1711,稲城長沼,いなぎながぬま
2,25.5,1712,南多摩,みなみたま
2,27.9,1713,府中本町,ふちゅうほんまち
2,28.8,1714,分倍河原,ぶばいがわら
2,30.0,4685,西府,にしふ
2,31.6,1715,谷保,やほ
2,33.0,1716,矢川,やがわ
2,34.3,1717,西国立,にしくにたち
2,35.5,124,立川,たちかわ
