1,0.0,2675,千葉,ちば
1,1.4,2699,本千葉,ほんちば
1,3.8,2700,蘇我,そが
1,8.8,2701,鎌取,かまとり
1,12.6,2702,誉田,ほんだ
1,18.1,2703,土気,とけ
1,22.9,2704,大網,おおあみ
1,25.3,2705,永田,ながた
1,27.7,2706,本納,ほんのう
1,31.4,2707,新茂原,しんもばら
1,34.3,2708,茂原,もばら
1,38.9,2709,八積,やつみ
1,43.0,2710,上総一ノ宮,かずさいちのみや
1,46.2,2711,東浪見,とらみ
1,49.3,2712,太東,たいとう
1,52.1,2713,長者町,ちょうじゃまち
1,53.7,2714,三門,みかど
1,57.2,2715,大原,おおはら
1,60.5,2716,浪花,なみはな
1,65.4,2717,御宿,おんじゅく
1,70.9,2718,勝浦,かつうら
1,74.5,2719,鵜原,うばら
1,77.2,2720,上総興津,かずさおきつ
1,80.5,2721,行川アイランド,なめがわあいらんど
1,84.3,2722,安房小湊,あわこみなと
1,87.7,2723,安房天津,あわあまつ
1,93.3,3359,安房鴨川,あわかもがわ
