1,0.0,3152,東京,とうきょう
3,0.8,3153,有楽町,ゆうらくちょう
3,1.9,3154,新橋,しんばし
3,3.1,3155,浜松町,はままつちょう
3,4.6,3156,田町,たまち
3,6.8,3157,品川,しながわ
2,9.2,3158,大井町,おおいまち
2,11.4,3159,大森,おおもり
2,14.4,3160,蒲田,かまた
2,18.2,3161,川崎,かわさき
2,21.7,3162,鶴見,つるみ
2,24.8,3163,新子安,しんこやす
2,27.0,3164,東神奈川,ひがしかながわ
2,28.8,3165,横浜,よこはま
2,31.8,3166,保土ヶ谷,ほどがや
2,36.7,3167,東戸塚,ひがしとつか
2,40.9,3168,戸塚,とつか
2,46.5,3169,大船,おおふな
1,51.1,3170,藤沢,ふじさわ
1,54.8,3171,辻堂,つじどう
1,58.6,3172,茅ヶ崎,ちがさき
1,63.8,3173,平塚,ひらつか
1,67.8,3174,大磯,おおいそ
1,73.1,3175,二宮,にのみや
1,77.7,3176,国府津,こうづ
1,80.8,3177,鴨宮,かものみや
1,83.9,3178,小田原,おだわら
1,86.0,3179,早川,はやかわ
1,90.4,3180,根府川,ねぶかわ
1,95.8,3181,真鶴,まなづる
1,99.1,3182,湯河原,ゆがわら
1,104.6,3183,熱海,あたみ
