1,0.0,3152,東京,とうきょう
3,1.3,2915,神田,かんだ
3,2.6,102,御茶ノ水,おちゃのみず
3,3.4,103,水道橋,すいどうばし
3,4.3,104,飯田橋,いいだばし
3,5.8,105,市ヶ谷,いちがや
3,6.6,106,四ツ谷,よつや
3,7.9,107,信濃町,しなのまち
3,8.6,108,千駄ヶ谷,せんだがや
3,9.6,3471,代々木,よよぎ
3,10.3,3472,新宿,しんじゅく
2,11.7,109,大久保,おおくぼ
2,12.8,110,東中野,ひがしなかの
2,14.7,111,中野,なかの
2,16.1,112,高円寺,こうえんじ
2,17.3,113,阿佐ヶ谷,あさがや
2,18.7,114,荻窪,おぎくぼ
2,20.6,115,西荻窪,にしおぎくぼ
2,22.5,116,吉祥寺,きちじょうじ
2,24.1,117,三鷹,みたか
2,25.7,118,武蔵境,むさしさかい
2,27.4,119,東小金井,ひがしこがねい
2,29.1,120,武蔵小金井,むさしこがねい
2,31.4,121,国分寺,こくぶんじ
2,32.8,122,西国分寺,にしこくぶんじ
2,34.5,123,国立,くにたち
2,37.5,124,立川,たちかわ
2,40.8,125,日野,ひの
2,43.1,126,豊田,とよだ
2,47.4,127,八王子,はちおうじ
2,49.8,128,西八王子,にしはちおうじ
2,53.1,129,高尾,たかお
1,62.6,130,相模湖,さがみこ
1,66.3,131,藤野,ふじの
1,69.8,132,上野原,うえのはら
1,74.0,133,四方津,しおつ
1,77.6,134,梁川,やながわ
1,81.2,135,鳥沢,とりさわ
1,85.3,136,猿橋,さるはし
1,87.8,137,大月,おおつき
1,93.9,138,初狩,はつかり
1,100.4,139,笹子,ささご
1,106.5,140,甲斐大和,かいやまと
1,112.5,141,勝沼ぶどう郷,かつぬまぶどうきょう
1,116.9,142,塩山,えんざん
1,120.1,143,東山梨,ひがしやまなし
1,122.2,144,山梨市,やまなしし
1,125.0,145,春日居町,かすがいちょう
1,127.8,146,石和温泉,いさわおんせん
1,131.2,147,酒折,さかおり
1,134.1,148,甲府,こうふ
1,138.6,149,竜王,りゅうおう
1,142.7,150,塩崎,しおざき
1,147.0,151,韮崎,にらさき
1,151.2,152,新府,しんぷ
1,154.7,153,穴山,あなやま
1,160.1,154,日野春,ひのはる
1,166.3,155,長坂,ながさか
1,173.7,156,小淵沢,こぶちざわ
1,178.2,157,信濃境,しなのさかい
1,182.9,158,富士見,ふじみ
1,186.1,159,すずらんの里,すずらんのさと
1,188.0,160,青柳,あおやぎ
1,195.2,161,茅野,ちの
1,201.9,162,上諏訪,かみすわ
1,206.3,163,下諏訪,しもすわ
1,210.4,164,岡谷,おかや
1,218.2,165,みどり湖,みどりこ
1,222.1,166,塩尻,しおじり
