1,0.0,124,立川,たちかわ
2,1.9,1915,西立川,にしたちかわ
2,2.7,1916,東中神,ひがしなかがみ
2,3.6,1917,中神,なかがみ
2,5.0,1918,昭島,あきしま
2,6.9,1919,拝島,はいじま
2,8.6,1920,牛浜,うしはま
2,9.6,1921,福生,ふっさ
2,11.7,1922,羽村,はむら
2,14.1,1923,小作,おざく
2,15.9,1924,河辺,かべ
2,17.2,1925,東青梅,ひがしおうめ
2,18.5,1926,青梅,おうめ
2,20.6,1927,宮ノ平,みやのひら
2,21.4,1928,日向和田,ひなたわだ
2,22.4,1929,石神前,いしがみまえ
2,23.6,1930,二俣尾,ふたまたお
2,24.5,1931,軍畑,いくさばた
2,25.9,1932,沢井,さわい
2,27.2,1933,御嶽,みたけ
2,30.0,1934,川井,かわい
2,31.6,1935,古里,こり
2,33.8,1936,鳩ノ巣,はとのす
2,35.2,1937,白丸,しろまる
2,37.2,1938,奥多摩,おくたま
