1,0.0,3152,東京,とうきょう
2,1.2,2656,新日本橋,しんにほんばし
2,2.3,2657,馬喰町,ばくろちょう
2,4.8,2658,錦糸町,きんしちょう
2,6.3,2659,亀戸,かめいど
2,8.2,2660,平井,ひらい
2,10.0,2661,新小岩,しんこいわ
2,12.8,2662,小岩,こいわ
2,15.4,2663,市川,いちかわ
2,17.4,2664,本八幡,もとやわた
2,19.0,2665,下総中山,しもうさなかやま
2,20.6,2666,西船橋,にしふなばし
2,23.2,2667,船橋,ふなばし
2,25.0,2668,東船橋,ひがしふなばし
2,26.7,2669,津田沼,つだぬま
2,29.6,2670,幕張本郷,まくはりほんごう
2,31.6,2671,幕張,まくはり
2,33.2,2672,新検見川,しんけみがわ
2,35.9,2673,稲毛,いなげ
2,37.8,2674,西千葉,にしちば
2,39.2,2675,千葉,ちば
1,40.1,2676,東千葉,ひがしちば
1,43.4,2677,都賀,つが
1,46.9,2678,四街道,よつかいどう
1,51.1,2679,物井,ものい
1,55.3,2680,佐倉,さくら
1,59.3,2681,南酒々井,みなみしすい
1,62.2,2682,榎戸,えのきど
1,65.9,2683,八街,やちまた
1,71.7,2684,日向,ひゅうが
1,76.9,2685,成東,なるとう
1,82.5,2686,松尾,まつお
1,86.8,2687,横芝,よこしば
1,90.6,2688,飯倉,いいぐら
1,93.7,2689,八日市場,ようかいちば
1,98.8,2690,干潟,ひがた
1,103.6,2691,旭,あさひ
1,106.3,2692,飯岡,いいおか
1,109.2,2693,倉橋,くらはし
1,111.8,2694,猿田,さるだ
1,117.3,2695,松岸,まつぎし
1,120.5,2696,銚子,ちょうし
